example_id                                                   | status  | run_time        |
./spec/requests/headlines_controller_spec.rb[1:1:2:1:2]      | passed  | 0.03088 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:1:3]      | passed  | 0.03014 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:1:4]      | passed  | 0.03364 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:1:5]      | passed  | 0.02949 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:2:1]      | passed  | 0.03498 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:2:2]      | passed  | 0.03235 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:2:3]      | passed  | 0.03401 seconds |
./spec/requests/headlines_controller_spec.rb[1:1:2:2:4]      | passed  | 0.03284 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:1:1]        | passed  | 0.05607 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:1:2]        | passed  | 0.08551 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:1:3]        | passed  | 0.06705 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:1:4]        | passed  | 0.0483 seconds  |
./spec/requests/kenshis_controller_spec.rb[1:1:1:1:5]        | passed  | 0.1146 seconds  |
./spec/requests/kenshis_controller_spec.rb[1:1:1:2:1]        | passed  | 0.04342 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:2:2]        | passed  | 0.07785 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:2:3]        | passed  | 0.05368 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:2:4]        | passed  | 0.04498 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:3:1]        | passed  | 0.11712 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:4:1]        | passed  | 0.03817 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:1:5:1]        | passed  | 0.0408 seconds  |
./spec/requests/kenshis_controller_spec.rb[1:1:1:6:1]        | passed  | 0.03571 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:1:1]        | passed  | 0.04728 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:1:2]        | passed  | 0.05366 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:1:3]        | passed  | 0.04933 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:1:4]        | passed  | 0.05631 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:2:1]        | passed  | 0.04892 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:2:2]        | passed  | 0.04462 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:2:3]        | passed  | 0.04937 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:2:4]        | passed  | 0.04557 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:2:5]        | passed  | 0.04556 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:3:1]        | passed  | 0.06225 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:3:2]        | passed  | 0.06286 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:3:3]        | passed  | 0.05147 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:3:4]        | passed  | 0.05897 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:3:5]        | passed  | 0.06237 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:4:1]        | passed  | 0.05341 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:4:2]        | passed  | 0.04966 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:4:3]        | passed  | 0.04543 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:4:4]        | passed  | 0.04846 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:4:5]        | passed  | 0.04914 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:5:1]        | passed  | 0.05631 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:5:2]        | passed  | 0.05447 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:5:3]        | passed  | 0.05406 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:5:4]        | passed  | 0.05707 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:5:5]        | passed  | 0.05833 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:6:1]        | passed  | 0.05345 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:6:2]        | passed  | 0.05597 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:6:3]        | passed  | 0.05302 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:7:1]        | passed  | 0.04494 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:8:1]        | passed  | 0.0538 seconds  |
./spec/requests/kenshis_controller_spec.rb[1:1:2:8:2]        | passed  | 0.06334 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:8:3]        | passed  | 0.05607 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:8:4]        | passed  | 0.05136 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:9:1]        | passed  | 0.07454 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:9:2]        | passed  | 0.07722 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:10:1]       | passed  | 0.04828 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:11:1]       | passed  | 0.05416 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:12:1]       | passed  | 0.04087 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:13:1:1]     | passed  | 0.05408 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:13:2:1]     | passed  | 0.05199 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:13:3:1]     | passed  | 0.04583 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:13:4:1]     | passed  | 0.04912 seconds |
./spec/requests/kenshis_controller_spec.rb[1:1:2:13:5:1]     | passed  | 0.04308 seconds |
./spec/requests/participations_controller_spec.rb[1:1:1]     | passed  | 0.02576 seconds |
./spec/requests/participations_controller_spec.rb[1:1:2:1:1] | passed  | 0.02413 seconds |
./spec/requests/participations_controller_spec.rb[1:1:3:1:1] | passed  | 0.03707 seconds |
./spec/requests/participations_controller_spec.rb[1:1:3:2:1] | passed  | 0.05026 seconds |
./spec/requests/static_pages_spec.rb[1:1:1]                  | passed  | 0.02562 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:1:1]          | passed  | 0.08763 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:1:2]          | passed  | 0.06153 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:1:3]          | passed  | 0.05466 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:1:4]          | passed  | 0.0606 seconds  |
./spec/requests/teams_controller_spec.rb[1:1:1:1:5]          | passed  | 0.05333 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:2:1]          | passed  | 0.07268 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:2:2]          | passed  | 0.05848 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:2:3]          | passed  | 0.07106 seconds |
./spec/requests/teams_controller_spec.rb[1:1:1:2:4]          | passed  | 0.06193 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:1:1]          | passed  | 0.07041 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:1:2]          | passed  | 0.06482 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:1:3]          | passed  | 0.06434 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:1:4]          | passed  | 0.06136 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:1:5]          | passed  | 0.07304 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:2:1]          | passed  | 0.05628 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:2:2]          | passed  | 0.05932 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:2:3]          | passed  | 0.0604 seconds  |
./spec/requests/teams_controller_spec.rb[1:1:2:2:4]          | passed  | 0.07259 seconds |
./spec/requests/teams_controller_spec.rb[1:1:2:2:5]          | passed  | 0.05446 seconds |
./spec/requests/users_controller_spec.rb[1:1:1:1]            | passed  | 0.01442 seconds |
./spec/requests/users_controller_spec.rb[1:2:1:1]            | passed  | 0.02707 seconds |
./spec/requests/users_controller_spec.rb[1:2:1:2]            | passed  | 0.02882 seconds |
./spec/requests/users_controller_spec.rb[1:2:1:3]            | passed  | 0.03647 seconds |
./spec/requests/users_controller_spec.rb[1:3:1:1]            | passed  | 0.03772 seconds |
./spec/requests/users_controller_spec.rb[1:3:1:2]            | passed  | 0.02729 seconds |
./spec/requests/users_controller_spec.rb[1:3:1:3]            | passed  | 0.03671 seconds |
./spec/services/slack/notification_service_spec.rb[1:1:1:1]  | passed  | 0.0298 seconds  |
./spec/tasks/temporary/cups/add_2022_spec.rb[1:1:1]          | passed  | 0.10943 seconds |
